,company,description,location,salary,title,hourly_salary,monthly_salary,annual_salary
4884,    Mintel,"
Expertise reading and interpreting consumer research data. Expertise working with syndicated sales data, such as IRI or ACNielsen....","Chicago, IL 60606 (Loop area)",,Research Analyst-Food,,,
4885,    Northwestern University,"
Ensures data integrity. This includes database administration, data consolidation, data analysis and management reporting....","Chicago, IL",,Statistical Analyst,,,
4886,    Reed Elsevier,"
Experience processing large data sets 6. Research and design advanced scores, attributes, products and indexes through exploration of across a wide range of...","Chicago, IL",,Sr Statistical Modeler,,,
4887,    LexisNexis,"
Experience processing large data sets 6. Research and design advanced scores, attributes, products and indexes through exploration of across a wide range of...","Chicago, IL",,Sr Statistical Modeler,,,
4888,    Allstate Insurance,"
Manages data and data requests to improve the accuracy of our data and decisions made from data analysis. The Data Scientist family is accountable for using...","Chicago, IL 60601 (Loop area)",,Senior Telematics Data Scientist,,,
4894,    Technocraft solutions LLc,"
Data Scientist with Neural Network and AI:. NEED LOCAL US CITIZEN OR GREEN CARD ONLY (FACE TO FACE INTERVIEW)*....","Chicago, IL",,Data Scientist (USC/GC only),,,
4895,    The Boston Consulting Group,"
Geospatial Analytics Specialists together with Data Engineers, Data Scientists, Scientific Modelers and Programmers as well Data Visualization Specialists are...","Chicago, IL 60654 (Loop area)",,Analytics Manager - GeoAnalytics,,,
4896,    Raise Marketplace Inc.,"
Knowledge of data warehouse, data model design and implementation. Pull reports and model data from Raise’s customized BI platform and data warehouse....","Chicago, IL 60603 (Loop area)",,Data Analyst,,,
4897,    Sg2,"
Sg2, a Vizient company, provides analytics-based health care expertise to help hospitals and health systems integrate, prioritize and drive growth and","Skokie, IL 60077",,Research Associate (Patient Flow Analyst),,,
4898,    Etech Hi Inc.,"
Experience with medical or clinical data is a plus. Oversee all program analytics including risk adjusted benchmark reports, external data validation,...","Chicago, IL",85000.0,Sr. Statistician,,,85000.0
4899,    Northwestern University,"
Data analysis, and the publication of results. The Research Analyst collaborates with project leaders and staff, participates in all phases of the project,...","Evanston, IL",,Research Analyst 1,,,
4900,    Enterprise Consulting Services,"
We are looking to bring on board a Data Scientist for research and new product development, supporting existing teams of developers and architects....","Chicago, IL 60611 (Near North Side area)",,Data Scientist,,,
4901,    Mintel,"
Research, data, writing, survey, analyst, Excel, reporting, client, present, analysis. Analyze complex data to provide insightful implications and actionable...","Chicago, IL 60606 (Loop area)",,Custom Research Analyst,,,
4902,    Mintel,"
Research, data, financial services, analyst, Excel, reporting, PowerPoint. The successful candidate will be able to check, produce, and deliver reports using...","Chicago, IL 60606 (Loop area)",,Research Analyst,,,
4903,    OptionsHouse,"
As a Data Scientist, you should be experienced with and passionate about using data to drive strategy and product recommendations....","Chicago, IL 60604 (Loop area)",,Data Scientist,,,
4922,    Aspire Health,Assist with data preparation and data reporting. Working closely with Aspire’s broader data analytics team (including Chief Data Scientist Abe Gong and Director...,"Nashville, TN",,Data Scientist,,,
4925,    DNV GL,"
Review for quality, analyze and document the content and structure of data from a variety sources, including but not limited to energy efficiency program data,...","Nashville, TN",,Quantitative Research Analyst,,,
4926,    DNV GL Group,"
Review for quality, analyze and document the content and structure of data from a variety sources, including but not limited to energy efficiency program data,...","Nashville, TN",,Quantitative Research Analyst,,,
4927,    Aspire Health,"
Assist with data preparation and data reporting. Working closely with Aspire’s broader data analytics team (including Chief Data Scientist Abe Gong and Director...","Nashville, TN 37203",,Data Scientist,,,
4928,    HCA/Parallon Business Performance Group,"
Data Scientist positions are available in a large, publicly-traded healthcare organization. Data Scientists will work with the business to understand business...","Franklin, TN",,Data Scientist,,,
4929,"    DiaTech Holdings, Inc.","
Understand recurring patterns for data processing steps and work with software engineers and lab scientist to create robust automation tools built into Diatech...","Nashville, TN",,Computational Scientist (Informatics) Field Position,,,
4930,    Digital Reasoning,"
Specifically how to read healthcare data. We will make you part of a team of top notch software engineers and data scientists that focus on delivering the best...","Nashville, TN",,Healthcare Data Analyst,,,
4931,"    DiaTech Holdings, Inc.","
DiaTech Holdings is an emerging biotechnology company specializing in cutting edge technologies utilizing molecular based clinical assays to generate actionable...","Nashville, TN",,Senior Scientist MiCK,,,
4932,    Avani Tech Solutions,"
Should have good theoretical understanding of the technology concepts Shouldbe able to develop technology solutions to meet low and medium complexityproject","Franklin, TN",,JC: 441833 - Data Analysis,,,
4933,    Vanderbilt University Medical Center,"
From data mining of electronic medical record data for clinical and genomic. Included data will result. Integrity and security of data....","Nashville, TN 37232",,Application Developer-Data Scientist,,,
4934,    Vanderbilt University,"
Investigate, gather, assess and clarify data; Prepare reports for analysis of research data. Develop forms and questionnaires that will collect the appropriate...","Nashville, TN",,"Research Analyst II (Clarksvile, TN Area)",,,
4939,    Digital Reasoning,"
Data Scientists at Digital Reasoning are versatile utility players who create amazing customer experiences with data and increase customer appetites for...","Nashville, TN",,Data Scientist-Business Development,,,
4940,"    Gresham, Smith and Partners.","
Also assists in collecting data pertaining to new geographic areas. GS&P consists of industry-leading professionals practicing architecture and engineering...","Nashville, TN 37219",,"Marketing Pursuit Manager - Healthcare market | Nashville, TN",,,
4941,    Amec Foster Wheeler,"
Assisting senior staff with the preparation of technical reports including compiling analytical data and preparing potentiometric maps....","Nashville, TN",,Entry Level Geologist / Engineer / Environmental Scientist,,,
4942,    Cook Systems International,"
STS currently is needing a Data Scientist to tease out and help define data for multiple projects for STS. Works closely with data stewards, project/program...","Nashville, TN",,Programmer/Developer III,,,
4943,    Insight Global,"
TWork collaboratively with Data Scientists and business and IT leaders throughout the company to understand Big Data needs and use cases....","Nashville, TN 37203",,Hadoop Developer,,,
4944,    Insight Global,"
TBig Data/ Data Analytics/Data Scientist. The Senior Software Engineer will join a team of dedicated engineers to pair the latest open source technologies with...","La Vergne, TN 37089",,Ruby on Rails,,,
4945,    Vanderbilt University Medical Center,"
Can identify data values and data sources. Makes Data Driven Decisions:. Navigates within established technology environments to locate, validate, extract, and...","Nashville, TN 37232",,Medical Laboratory Scientist Part Time Evenings - VUMC Diagnostic Blood Bank and Transfusion Laboratories,,,
4946,    RFD-TV,"
Working with sales planners on how to best use the data in a timely, efficient and salient manner. This position is responsible for providing RFD-TV departments...","Nashville, TN 37207 (Talbot's Corner area)",,Research Analyst Intern,,,
5014,    HCA Corporate,"
Knowledge of business process improvement, workflows, evaluation of processes, business process modeling and data modeling preferred....","Nashville, TN",,Consulting IT Research Product Analyst,,,
5015,"    Gresham, Smith and Partners.","
Gather and assemble data required for industry survey responses. Gather and input contract data into risk management project database....","Nashville, TN 37219",,"Risk Management Specialist | Nashville, TN",,,
